"Контент ID","URL","Запрос","Показы","Клики","CTR","Средняя позиция"
"house-construction-contractor-refund","/razbory/podryadchik-ne-postroil-dom-posle-oplaty/","подрядчик не построил вовремя жилой частный дом неустойка по какой статье и размер","1","0","","8"
"house-construction-contractor-refund","/razbory/podryadchik-ne-postroil-dom-posle-oplaty/","подрядчик не построил дом заявление на мошенничество","1","0","","8"
"house-construction-contractor-refund","/razbory/podryadchik-ne-postroil-dom-posle-oplaty/","подрядчик не построил частный дом в срок должен ди он платить не устойку процент","1","0","","7"
"house-construction-contractor-refund","/razbory/podryadchik-ne-postroil-dom-posle-oplaty/","подрядчик отказался строить тк нет уведомления какого можно попросить построить балахна","1","0","","7"
"house-construction-contractor-refund","/razbory/podryadchik-ne-postroil-dom-posle-oplaty/","подрядчик просит деньги еще за недостроенный дом как быть","1","0","","12"
"house-construction-contractor-refund","/razbory/podryadchik-ne-postroil-dom-posle-oplaty/","подрядчик требует отказаться от дома и рассчитывается наличными что делать","1","0","","10"
"house-construction-contractor-refund","/razbory/podryadchik-ne-postroil-dom-posle-oplaty/","работали на стройке построили частный дом и не оплатили как можно вернуть деньги","1","0","","5"
"house-construction-contractor-refund","/razbory/podryadchik-ne-postroil-dom-posle-oplaty/","строительная компания взяла деньги а дом не построили","1","0","","5"
"house-construction-contractor-refund","/razbory/podryadchik-ne-postroil-dom-posle-oplaty/","сформулируй что подрядчик взял деньги и не строит, а банк навстречу не идет","1","0","","11"
"house-construction-contractor-refund","/razbory/podryadchik-ne-postroil-dom-posle-oplaty/","фундамент установили но подрядчик не строит дом что","1","0","","3"
"house-construction-contractor-refund","/razbory/podryadchik-ne-postroil-dom-posle-oplaty/","человек по договору взял деньги и пообещал построить дом но в срок не построил является ли это уголовнл наказуемым деянием","1","0","","11"
"house-construction-contractor-refund","/razbory/podryadchik-ne-postroil-dom-posle-oplaty/","что делать если строительство дома шло из бруса поставили коробку и бригада не приезжает","1","0","","5"
